0.149325,0.061688,-0.293227,0.467833,-0.030123,-0.398769,-0.410463,-0.197352,
0.14709,0.094104,-0.358876,0.428767,0.264277,-0.286858,-0.248349,-0.345749,
0.241499,0.0273372,0.0489118,0.380548,0.546152,-0.32526,-0.137831,-0.344104,
0.224191,0.271557,0.321717,0.347089,0.479716,-0.346036,-0.290134,-0.162756,
0.282722,0.46751,0.413853,0.145002,-0.205467,-0.452684,-0.248499,-0.0695234,
0.239838,0.414123,0.0220429,0.0128022,-0.0944102,-0.343305,-0.163389,-0.0571323,
0.158784,-0.167136,-0.282919,-0.203952,0.0276554,-0.543838,-0.00593562,-0.0705559,
0.00620383,-0.111863,-0.312431,-0.190444,-0.0910181,-0.412088,0.0496635,-0.0360498,
-0.09553,0.171035,-0.339102,-0.331793,0.135657,-0.249722,0.171008,0.0335952,
-0.214585,0.252925,-0.421622,-0.372249,-0.0836021,-0.27976,0.0919889,0.0564625,
-0.0845335,0.265654,-0.296753,-0.465297,-0.288211,-0.0647264,0.0772288,-0.00326649,
0.122468,0.233253,-0.298491,-0.406307,-0.0391073,-0.252447,0.0910206,0.0575698,
0.116203,0.266037,-0.337198,-0.366355,0.269842,-0.137605,0.00918186,-0.0303568,
-0.191274,0.298207,-0.286967,-0.239527,0.139326,0.0428532,-0.114804,-0.199802,
-0.497758,-0.0479731,-0.187137,-0.232902,-0.227898,0.106,-0.235699,-0.403907,
-0.478038,-0.392067,-0.0263361,-0.17057,-0.31085,0.0261604,-0.294207,-0.0436767,
-0.445189,0.0613373,-0.0563723,-0.19455,-0.145547,0.156154,0.0605245,0.37066,
-0.195688,0.277198,-0.0530194,-0.0694206,0.302175,0.217192,0.371964,0.459515,
0.031446,0.284498,0.020454,-0.133959,0.287061,0.410864,0.437919,0.175268,
0.194642,-0.0382966,0.0415526,-0.118231,-0.175354,0.530724,0.252726,-0.0325572,
0.374907,-0.20829,-0.0763249,-0.162963,0.062439,0.424251,0.261825,-0.696286,
0.247293,0.201099,0.0470801,-0.110977,0.265605,0.118684,0.347924,-0.620524,
0.154629,0.335976,-0.0140678,-0.0686387,0.206936,0.26051,0.315922,0.0213451,
0.116013,0.347907,-0.0236163,0.0225935,0.249771,0.0253549,0.14026,-0.0138815,
-0.0215288,0.290179,-0.143454,0.338048,0.267351,-0.17494,0.0686597,0.190093,
-0.0355945,0.314366,-0.312659,0.533336,0.177252,-0.278576,0.0359651,0.0680723,
0.0184795,0.178443,-0.51723,0.694463,0.177424,-0.437257,-0.0454112,-0.05699,
0.0506761,0.0562496,-0.817154,0.526746,0.30534,-0.360847,0.0991801,-0.0637586,
0.0152662,0.143225,-0.47136,0.187583,0.274317,-0.285301,0.227752,-0.300614,
0.00188473,0.0232776,-0.208107,-0.100553,0.182429,-0.408141,0.184997,-0.509219,
0.0114984,-0.031187,0.0306418,-0.195857,-0.162091,-0.453789,0.234975,-0.440108,
-0.0291126,-0.146592,0.281322,-0.168022,-0.357762,-0.508869,0.185725,-0.328185,
0.00300783,-0.133698,0.417274,-0.142546,-0.154763,-0.453254,0.194775,-0.126329,
-0.0129012,0.454264,0.022233,-0.0678471,-0.104107,-0.433615,-0.0221899,0.0277681,
0.191997,0.419203,-0.238331,-0.0864641,-0.191493,-0.362137,-0.0732821,0.0146128,
0.254731,0.268957,-0.283996,-0.139027,-0.359277,-0.447262,-0.0707849,-0.0360861,
0.270419,0.0869531,-0.605234,-0.0886605,-0.30014,-0.483896,-0.13395,0.0186962,
-0.101224,0.0804328,-0.472729,-0.239992,-0.0446094,-0.498325,-0.0872676,0.103459,
-0.324365,0.0816786,-0.445008,-0.272137,-0.159384,-0.517392,-0.0428022,0.201928,
-0.386738,0.0787477,-0.363386,-0.279686,0.249941,-0.346036,-0.0838493,0.273651,
-0.605102,-0.00911886,-0.227902,-0.318298,0.266626,-0.438675,0.0118814,0.207029,
-0.420761,0.329694,-0.194081,-0.118431,0.0455936,-0.409167,0.108906,-0.0475657,
0.00615182,0.591438,-0.229959,-0.176503,-0.363909,-0.21211,0.188933,-0.0820176,
0.11736,0.544815,-0.0575747,-0.0306697,-0.397714,0.0690689,0.417214,0.348257,
0.292283,0.0366484,-0.0616238,-0.141909,-0.233146,0.172654,0.581403,0.342768,
0.248253,0.108302,0.0559107,-0.126081,0.0548207,0.152284,0.604025,0.200399,
0.266157,0.080945,0.000314657,-0.0861937,0.254184,0.173846,0.260909,-0.262987,
0.274492,0.328944,-0.0275749,-0.13326,0.112293,0.325299,-0.112227,-0.550157,
0.31266,0.237196,0.0770882,0.0629125,0.172149,0.307682,0.0143865,-0.946678,
0.0647581,0.00928508,-0.012972,0.0429504,0.235574,0.285347,-0.115433,-0.453867,
