0.19978,-0.467987,0.137166,0.185481,-0.716045,0.274199,-0.0761087,0.206434,0.210291,0.212644,
0.126479,0.16822,-0.0415244,-0.0667325,0.00891728,-0.169011,0.121109,-0.0702965,0.0807354,0.14182,
-0.156582,-0.261946,-0.0151318,-0.032105,-0.261618,0.130625,-0.778272,0.158102,0.0993041,0.245681,
-0.170789,-0.440345,0.185225,0.0378432,0.66076,-0.30935,-0.343263,0.279859,0.266076,-0.565509,
-0.384853,-0.222743,0.284262,0.260699,-0.768453,-0.0034786,-0.764282,0.074818,-0.310238,-0.744897,
-0.288235,-0.188347,0.298561,0.281311,-0.921312,-0.187738,-0.539606,0.0616266,-0.22641,-0.868781,
-0.177737,-0.427198,-0.0655336,0.0273622,-0.883723,0.374029,0.274493,-0.162644,0.20859,0.226117,
-0.124036,0.320618,-0.0976044,-0.149334,0.160033,-0.160985,0.314236,-0.255236,-0.118933,-0.524253,
0.415019,0.28831,-0.102826,-0.144127,-0.35112,-0.11666,0.0255889,0.0976974,-0.102266,0.149948,
0.251423,0.168008,-0.186257,-0.0627502,0.188483,0.0918032,-0.371924,0.00295744,0.131173,-0.164338,
0.0831005,-0.10196,0.30021,0.339604,-0.855378,0.144464,-0.15326,0.288829,0.268905,0.268757,
0.145834,-0.530272,0.0622647,0.086971,-0.810789,0.0307453,-0.401257,0.196112,0.0643474,0.0692636,
0.204476,0.257755,-0.0946873,-0.341054,0.0335707,0.274291,0.523859,-0.684007,0.243306,0.302504,
0.0841348,-0.422019,0.0381452,0.0541045,-0.396821,0.0363517,-0.199018,0.0811367,0.0682143,0.0745473,
0.43722,-0.0191693,0.202307,0.218252,-0.517321,0.0667746,-0.653277,-0.0449746,0.208395,0.232924,
-0.234386,0.224532,-0.375547,-0.612556,0.211497,0.193269,0.394244,-0.443419,0.0786972,-0.254584,
-0.00104324,-0.505751,-0.123491,0.0512875,-0.169459,0.261,-0.155473,0.233792,0.156617,0.115024,
-0.748944,0.145386,0.0335096,0.0412507,-0.271922,0.0903669,0.200733,-0.120819,-0.254537,-0.526071,
0.333742,-0.645593,0.010714,-0.172813,-0.724399,0.419601,-0.021277,0.0552758,0.289665,0.238256,
0.161206,-0.640742,0.0607139,-0.000769201,0.232572,-0.785386,-0.285665,0.149092,0.153014,0.105952,
-0.520368,0.163182,0.381327,0.301034,-0.878938,0.41793,-0.343705,0.395908,-0.390175,-0.594257,
-0.526659,0.0146671,0.237157,0.233771,-0.811995,0.118281,-0.70318,0.272291,-0.371043,-0.521713,
-0.174617,-0.284793,-0.149899,0.0835909,-0.495839,0.555064,-0.380323,0.300268,0.359625,0.185164,
-0.701434,0.284332,0.397642,0.300135,-0.469503,-0.244945,0.211839,0.31197,-0.496448,-0.583241,
-0.198598,-0.192832,0.0480121,-0.0244538,-0.165411,-0.211937,-0.124589,-0.178817,-0.0454797,-0.341707,
-0.0993637,-0.493595,0.146687,0.342041,0.0586842,-0.752255,-0.160828,0.175251,0.387261,0.235151,
-0.298221,-0.224769,-0.0466676,0.00310946,-1.11896,0.0609955,-0.771792,0.138757,-0.0779079,-0.0212342,
-0.0483081,-0.575775,-0.316201,-0.107397,-0.0633138,0.206954,0.33622,0.285962,0.0932054,-0.0223125,
-0.140021,0.157178,-0.388683,0.080854,0.0409594,0.194431,0.288062,-0.467491,-0.209514,-0.1734,
0.0973504,-0.325702,-0.0534459,-0.0580783,-0.483054,0.158529,0.0149737,0.180967,-0.0901729,0.0328208,
-1.0408,0.314313,-0.0106654,0.000487584,0.0444502,0.317064,0.219748,-0.336477,0.39443,0.219453,
0.132655,0.083688,-0.11494,-0.47477,0.234628,0.0988708,0.190098,-0.254287,-0.217252,-0.344536,
-0.336636,-0.946425,0.131025,-0.540183,0.280922,-0.185912,0.122906,-0.15289,0.243711,0.140216,
-0.778168,0.242805,0.268904,0.128933,-0.670828,-0.14681,-0.247458,0.239988,-0.115453,-0.265573,
-0.201853,-0.577483,-0.29041,0.107259,-0.234589,0.150952,0.212329,0.247304,0.0746263,-0.273549,
0.101172,-0.518037,-0.103257,-0.42568,0.106276,-0.235748,0.0641009,0.0996761,-0.118141,0.056752,
-0.767798,-0.203923,-0.183101,0.159806,0.179999,0.0965372,-0.931273,0.198359,-0.49763,0.173941,
-1.08421,-0.0354014,-0.643672,0.326882,0.321568,0.296458,-0.883759,-0.05197,-0.148447,0.338998,
-1.11471,-0.776181,-0.182255,-0.0860598,0.45913,-0.0986451,-0.0381564,0.025174,0.599969,0.432027,
-0.808065,0.388501,0.368893,-0.00929417,-0.483442,0.206143,-0.0611195,0.346412,-0.135379,-0.297965,
0.141375,-0.13664,-0.306441,0.196622,-0.239675,-0.106099,-0.177428,-0.163776,-0.345225,0.0919878,
0.423013,-0.708289,-0.0122192,-0.255384,0.0110035,-0.0562118,0.0936682,0.220965,-0.395832,0.143721,
-1.23078,-0.462149,-0.473943,0.289876,0.336167,0.282794,-0.235728,-0.0295593,0.219579,0.3345,
-0.85741,-0.883153,0.25271,0.217974,0.266827,-0.515188,0.00636701,-0.120375,0.149539,0.263128,
-0.773238,0.189044,0.205452,0.244439,-0.40146,-0.374677,-0.171073,0.136509,0.265075,-0.154064,
-1.16949,-0.512092,0.350943,0.104253,0.110987,0.0356914,0.250184,0.259498,-0.465862,-0.704494,
-1.03396,0.144293,-0.391946,0.227395,0.201981,0.174369,0.0874222,-0.015168,0.13812,0.108056,
0.282015,0.137264,0.136012,-0.177466,-0.146809,-0.266739,-0.0411607,0.209381,-0.356298,-0.0750061,
0.0286801,-0.194693,0.0298363,-0.18959,0.167615,-0.236916,0.0618001,-0.0476615,-0.485144,-0.0800092,
-0.851623,0.182478,-0.022968,0.0109918,0.141538,0.0343699,-0.610728,0.164933,-0.0733246,0.132643,
-0.741857,-0.667255,0.106004,-0.311332,0.326095,-0.356851,0.162342,0.0580808,0.317997,-0.0638753,
0.261833,-0.454851,0.156941,0.0156346,0.197067,-0.0626481,0.273021,-0.294573,0.153594,0.199407,
-0.124571,-0.348454,-0.0196784,-0.0360475,0.104813,0.00124959,-0.143523,-0.15841,-0.458784,0.0805047,
-0.141847,-0.257507,-0.0965525,0.117452,0.0682493,0.107064,-0.0840621,-0.106047,-0.400921,0.101363,
-0.00902264,-0.326938,-0.04064,-0.213622,0.0869142,-0.0369484,0.063123,-0.0670803,-0.0627231,0.0879623,
-0.643656,0.193363,-0.0932471,0.150447,0.20663,0.173895,-0.96203,0.198276,-0.484673,0.202676,
0.133748,0.0293864,0.547184,-0.447951,-0.541954,-0.205498,-0.295089,-0.405208,-0.542948,-0.442582,
0.281909,-0.543152,-0.0852684,0.265651,0.145153,0.236602,0.152675,-0.523537,-0.0996294,0.251341,
-0.0230584,-0.424777,-0.0530799,-0.0644652,0.0983376,0.0440748,0.0211378,-0.0946715,-0.266918,0.0375881,
0.00627391,-0.0528259,0.154976,-0.17898,0.0563017,0.0637453,0.13568,-0.492819,-0.42869,-0.111413,
-0.0745471,0.239491,0.147866,-0.273567,0.1741,-0.140563,-0.0729348,0.234327,0.177168,0.149251,
-0.914726,0.136279,0.208016,0.0491622,-0.12803,0.0127048,-0.482798,0.16805,-0.912935,-0.512158,
-0.0451082,0.12137,-0.00320698,-0.45262,-0.0328082,-0.203284,0.231999,-0.315419,0.220827,-0.264377,
0.217285,0.106634,-0.303952,-0.138931,-0.0417434,-0.137521,-0.464888,0.125013,-0.490777,0.0137699,
0.175629,-0.111339,0.0104335,0.0900247,-0.473909,0.0998475,0.100874,-0.730931,0.0661532,-0.223541,
-0.962905,0.306912,-0.417315,0.177063,0.247752,0.126709,-0.830903,0.241063,-0.383071,0.246009,
0.147469,0.0369956,0.107537,0.0730477,-0.301769,0.0625805,0.139513,-0.452205,-0.0192425,-0.348857,
0.189655,-0.405314,0.111971,-0.00578995,-0.281502,-0.0582509,-0.658954,-0.750983,0.168483,-0.444266,
0.154126,0.151222,0.127332,0.100288,0.0385985,0.0874837,0.139911,-0.189935,0.0913928,-0.115192,
0.122951,0.0945157,0.0466621,0.0433509,-0.0219623,0.0402398,0.078066,-0.160818,0.0496061,-0.15747,
0.243375,-0.103505,0.117071,0.179945,-0.262536,0.184391,0.220278,-0.571889,0.199618,-0.0845164,
-0.349306,0.247225,0.134926,-0.163165,0.181944,-0.259949,-0.32044,0.150869,-0.540914,0.217774,
-0.238258,0.396191,0.397086,-0.322039,0.234829,-0.253305,0.167325,-0.263717,-0.361724,-0.627824,
0.287144,-0.109473,0.313824,0.266545,-0.39825,0.226271,0.326835,-0.796114,-0.111863,-0.470568,
0.17759,0.0348317,0.0954889,0.116412,-0.228169,0.115118,0.166152,-0.382571,0.126466,-0.156014,
0.156414,-0.127716,-0.213063,0.1537,-0.211145,0.157372,-0.117722,-0.473087,-0.138519,-0.175816,
-0.00198034,0.0975884,-0.170513,0.0402499,0.112979,-0.0399893,0.0294876,0.149337,-0.140428,0.0912046,
-0.590656,0.0778688,0.0409686,0.273729,-0.432885,0.310834,-0.971551,-0.550651,-0.552161,0.0670988,
-0.129232,0.0942639,0.149643,-0.450053,0.0953372,-0.486486,0.331837,0.0163466,0.157338,-0.133138,
-0.151908,0.267798,-0.630276,0.199195,0.254239,0.132769,-0.892824,0.257475,-0.251666,0.26974,
